city;district;microdistrict;street;building;area;floor;num_of_rooms;price;url;picture
Челябинск;Курчатовский;;Комсомольский пр-т;84А;33;2;1;10000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-84a_1600245738;
Челябинск;Калининский;;Братьев Кашириных;104А;34;6;1;9000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-104a_1600288563;
Челябинск;Центральный;;Володарского;13;42;5;2;16000;https://arenda-022.ru/sdam/kvartira--volodarskogo-13_1600248408;
Челябинск;Ленинский;;Агалакова;36А;33;1;1;11000;https://arenda-022.ru/sdam/kvartira--agalakova-36a_1600321078;
Челябинск;Курчатовский;;Бурденюка;21;56;5;3;11000;https://arenda-022.ru/sdam/kvartira--burdenyuka-21_1600243949;
Челябинск;Калининский;;Университетская Набережная;34;52;2;2;14000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-34_1600252079;
Челябинск;Ленинский;;Барбюса;61;42;2;2;13000;https://arenda-022.ru/sdam/kvartira--barbyusa-61_1600318452;
Челябинск;Курчатовский;;Солнечная;19;81;5;3;15000;https://arenda-022.ru/sdam/kvartira-solnechnaya-ul-19_1600252790;
Челябинск;Ленинский;;Руставели;25А;46;4;1;12000;https://arenda-022.ru/sdam/kvartira--rustaveli-25a_1600258798;
Челябинск;Ленинский;;Руставели;30;33;7;1;12500;https://arenda-022.ru/sdam/kvartira--rustaveli-30_1600316809;
Челябинск;Тракторозаводский;;Зальцмана;36;40;2;1;8000;https://arenda-022.ru/sdam/kvartira--zalcmana-36_1600249265;
Челябинск;Центральный;;Воровского;60;50;5;2;16000;https://arenda-022.ru/sdam/kvartira--vorovskogo-60_1600311358;
Челябинск;Тракторозаводский;;Мамина;23;50;2;2;10000;https://arenda-022.ru/sdam/kvartira--mamina-23_1600245308;
Челябинск;Калининский;;Братьев Кашириных;101;36;2;1;15000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-101_1600244736;
Челябинск;Тракторозаводский;;Салютная;2;29;2;1;9500;https://arenda-022.ru/sdam/kvartira-salyutnaya-ul-2_1600327529;
Челябинск;Металлургический;;60-летия Октября;6;28;4;1;10000;https://arenda-022.ru/sdam/kvartira--60-letiya-oktyabrya-6_1600327893;
Челябинск;Металлургический;;Вахтангова;8;38;2;1;9000;https://arenda-022.ru/sdam/kvartira--vahtangova-8_1600262557;
Челябинск;Калининский;;250-летия Челябинска;5Б;54;4;2;16000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-5b_1600310483;
Челябинск;Курчатовский;;Салавата Юлаева;8;43;7;1;13000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-8_1600255869;
Челябинск;Калининский;;Академика Королёва;43;40;4;1;11000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-43_1600161828;
Челябинск;Курчатовский;;Комсомольский пр-т;30;55;8;2;15000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-30_1600239797;
Челябинск;Ленинский;;Кронштадтская;19А;42;7;1;11000;https://arenda-022.ru/sdam/kvartira-kronshtadtskaya-ul-19a_1600171237;
Челябинск;Калининский;;250-летия Челябинска;48;56;1;2;23000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-48_1600163491;
Челябинск;Советский;;Дмитрия Неаполитанова;12;35;4;1;11000;https://arenda-022.ru/sdam/kvartira--dmitriya-neapolitanova-12_1600170755;
Челябинск;Калининский;;Набережная;7В;35;1;1;8990;https://arenda-022.ru/sdam/kvartira-naberezhnaya-ul-7v_1600242999;
Челябинск;Курчатовский;;Бейвеля;29;33;9;1;13000;https://arenda-022.ru/sdam/kvartira--beyvelya-29_1600242849;
Челябинск;Металлургический;;посёлок 1-й Аэропорт;26;35;1;1;7500;https://arenda-022.ru/sdam/kvartira-poselok-1-y-aeroport-26_1600240725;
Челябинск;Тракторозаводский;;Марченко;33Б;35;7;1;10000;https://arenda-022.ru/sdam/kvartira--marchenko-33b_1600205850;
Челябинск;Курчатовский;;Молодогвардейцев;16;62;2;3;16000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-16_1600213835;
Челябинск;Металлургический;;;;37;3;1;12000;https://arenda-022.ru/sdam/kvartira-bogdana-hmelnickogo-35_1600172384;
Челябинск;Калининский;;пр-т Победы;149;32;5;1;10000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-149_1600166094;
Челябинск;Калининский;;Кирова;21А;34;8;1;12000;https://arenda-022.ru/sdam/kvartira--kirova-21a_1600179971;
Челябинск;Центральный;;Воровского;32;32;4;1;10000;https://arenda-022.ru/sdam/kvartira--vorovskogo-32_1600238169;
Челябинск;Курчатовский;;Скульптора Головницкого;2;54;1;2;17000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-2_1600209099;
Челябинск;Калининский;;Каслинская;56;46;3;2;10000;https://arenda-022.ru/sdam/kvartira-kaslinskaya-ul-56_1600242380;
Челябинск;Калининский;;40-летия Победы;29;42;6;1;12000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-29_1600240681;
Челябинск;Центральный;;пр-т Ленина;28Г;38;2;1;12000;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-28g_1600167576;
Челябинск;Калининский;;40-летия Победы;38Б;54;2;2;15000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-38b_1600174580;
Челябинск;Курчатовский;;Солнечная;10Г;32;9;1;11000;https://arenda-022.ru/sdam/kvartira-solnechnaya-ul-10g_1600164445;
Челябинск;Калининский;;Братьев Кашириных;88;42;6;1;12000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-88_1600177066;
Челябинск;Центральный;;3-го Интернационала;58;76;3;2;23000;https://arenda-022.ru/sdam/kvartira--3-go-internacionala-58_1600178138;
Челябинск;Калининский;;Академика Макеева;25;43;8;1;13000;https://arenda-022.ru/sdam/kvartira--akademika-makeeva-25_1600243179;
Челябинск;Калининский;;Академика Королёва;20;40;2;1;12000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-20_1600231320;
Челябинск;Курчатовский;;Бейвеля;14;140;1;Более 3-к;55000;https://arenda-022.ru/sdam/kvartira--beyvelya-14_1600167294;
Челябинск;Тракторозаводский;;Трашутина;41;41;1;1;10000;https://arenda-022.ru/sdam/kvartira--trashutina-41_1600162460;
Челябинск;Ленинский;;Новороссийская;88;33;9;1;15000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-88_1600195627;
Челябинск;Курчатовский;;Скульптора Головницкого;28;43;1;2;14000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-28_1600178144;
Челябинск;Курчатовский;;Островского;23А;34;1;1;9500;https://arenda-022.ru/sdam/kvartira--ostrovskogo-23a_1600154481;
Челябинск;Советский;;Плеханова;47;45;5;2;18000;https://arenda-022.ru/sdam/kvartira--plehanova-47_1600156277;
Челябинск;Металлургический;;Дегтярёва;51;52;3;1;9500;https://arenda-022.ru/sdam/kvartira--degtyareva-51_1600082561;
Челябинск;Ленинский;;Барбюса;144А;50;3;2;12000;https://arenda-022.ru/sdam/kvartira--barbyusa-144a_1600074535;
Челябинск;Курчатовский;;40-летия Победы;3;60;1;2;40000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-3_1600156422;
Челябинск;Калининский;;Косарева;71;32;7;1;12000;https://arenda-022.ru/sdam/kvartira--kosareva-71_1600085504;
Челябинск;Калининский;;Косарева;63;34;6;1;12000;https://arenda-022.ru/sdam/kvartira--kosareva-63_1600072927;
Челябинск;Ленинский;;Агалакова;50;34;9;1;12000;https://arenda-022.ru/sdam/kvartira--agalakova-50_1600072995;
Челябинск;Калининский;;пр-т Победы;166Г;54;4;2;12000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-166g_1600158141;
Челябинск;Калининский;;пр-т Героя России Е.Н. Родионова;17;43;6;1;18000;https://arenda-022.ru/sdam/kvartira-pr-t-geroya-rossii-en-rodionova-17_1600161825;
Челябинск;Калининский;;Двинская;3;40;3;1;13000;https://arenda-022.ru/sdam/kvartira-dvinskaya-ul-3_1600081963;
Челябинск;Тракторозаводский;;Артиллерийская;104;30;4;1;12000;https://arenda-022.ru/sdam/kvartira-artilleriyskaya-ul-104_1600086489;
Челябинск;Курчатовский;;Комсомольский пр-т;112;50;6;2;11000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-112_1600071219;
Челябинск;Металлургический;;Богдана Хмельницкого;25;60;3;2;13000;https://arenda-022.ru/sdam/kvartira--bogdana-hmelnickogo-25_1600152358;
Челябинск;Центральный;;пр-т Ленина;28А;44;3;2;18000;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-28a_1600151054;
Челябинск;Сосновский р-н, д. Казанцево, микрорайон Славино, Строительная, 24;;;;34;5;1;5/10;https://arenda-022.ru/sdam/kvartira-sosnovskiy-r-n-d-kazancevo-mikrorayon-slavino-stroitelnaya-ul-24_1600100075;
Челябинск;Металлургический;;Дегтярёва;94;41;4;2;12000;https://arenda-022.ru/sdam/kvartira--degtyareva-94_1600092520;
Челябинск;Курчатовский;;40-летия Победы;7;40;3;1;15000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-7_1600152468;
Челябинск;Курчатовский;;Хариса Юсупова;56;43;3;2;14500;https://arenda-022.ru/sdam/kvartira--harisa-yusupova-56_1600156563;
Челябинск;Советский;;Курчатова;3;65;2;2;16000;https://arenda-022.ru/sdam/kvartira--kurchatova-3_1600148532;
Челябинск;Центральный;;Воровского;50;44;1;2;13000;https://arenda-022.ru/sdam/kvartira--vorovskogo-50_1600145952;
Челябинск;Металлургический;;Пекинская;25Б;35;5;1;10000;https://arenda-022.ru/sdam/kvartira-pekinskaya-ul-25b_1600145690;
Челябинск;Советский;;Свободы;88Г;33;1;1;10000;https://arenda-022.ru/sdam/kvartira--svobody-88g_1600086539;
Челябинск;Тракторозаводский;;Ловина;26;32;1;1;10000;https://arenda-022.ru/sdam/kvartira--lovina-26_1600084299;
Челябинск;Курчатовский;;пр-т Победы;386Б;40;9;1;9000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-386b_1600088293;
Челябинск;Ленинский;;Трубников;17;65;2;3;12000;https://arenda-022.ru/sdam/kvartira--trubnikov-17_1600096592;
Челябинск;Курчатовский;;Комсомольский пр-т;109;34;1;1;12500;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-109_1600086975;
Челябинск;Калининский;;Академика Королёва;8;41;6;1;14000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-8_1600151879;
Челябинск;Курчатовский;;Свердловский пр-т;8А;57;4;2;16000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-8a_1600068072;
Челябинск;Курчатовский;;Краснопольский пр-т;11;45;7;1;12000;https://arenda-022.ru/sdam/kvartira-krasnopolskiy-pr-t-11_1600065899;
Челябинск;Сосновский р-н, пос. Красное Поле, квартал Звёздный, Белопольского;;;;56;8;2;8/10;https://arenda-022.ru/sdam/kvartira-sosnovskiy-r-n-pos-krasnoe-pole-kvartal-zvezdnyy-belopolskogo_1600070568;
Челябинск;Центральный;;Энгельса;28;40;2;1;12000;https://arenda-022.ru/sdam/kvartira--engelsa-28_1599996349;
Челябинск;Центральный;;Российская;198;43;2;2;15000;https://arenda-022.ru/sdam/kvartira-rossiyskaya-ul-198_1600005653;
Челябинск;Советский;;Дмитрия Неаполитанова;24;32;1;1;10000;https://arenda-022.ru/sdam/kvartira--dmitriya-neapolitanova-24_1600004010;
Челябинск;Курчатовский;;Куйбышева;88А;33;1;1;10000;https://arenda-022.ru/sdam/kvartira--kuybysheva-88a_1600039558;
Челябинск;Курчатовский;;Профессора Благих;73;36;9;1;9500;https://arenda-022.ru/sdam/kvartira--professora-blagih-73_1600061878;
Челябинск;Тракторозаводский;;Марченко;35;35;8;1;12000;https://arenda-022.ru/sdam/kvartira--marchenko-35_1600058367;
Челябинск;Советский;;Степана Разина;2;39;5;1;10000;https://arenda-022.ru/sdam/kvartira--stepana-razina-2_1599990962;
Челябинск;Тракторозаводский;;пер. Мамина;1Б;34;6;1;10000;https://arenda-022.ru/sdam/kvartira-per-mamina-1b_1599990619;
Челябинск;Курчатовский;;Свердловский пр-т;8А;56;8;3;14000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-8a_1600006128;
Челябинск;Калининский;;Каслинская;46;31;3;1;8700;https://arenda-022.ru/sdam/kvartira-kaslinskaya-ul-46_1600009879;
Челябинск;Советский;;Степана Разина;2;30;4;1;11000;https://arenda-022.ru/sdam/kvartira--stepana-razina-2_1600035563;
Челябинск;Курчатовский;;Свердловский пр-т;10;30;2;1;12000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-10_1600002837;
Челябинск;Советский;;1-я Окружная;5;45;4;1;14000;https://arenda-022.ru/sdam/kvartira-1-ya-okruzhnaya-ul-5_1600007608;
Челябинск;Калининский;;40-летия Победы;52;52;1;2;18000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-52_1600061673;
Челябинск;Тракторозаводский;;Комарова;133;34;7;1;10000;https://arenda-022.ru/sdam/kvartira--komarova-133_1599992023;
Челябинск;Калининский;;40-летия Победы;53;63;8;2;14000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-53_1599994663;
Челябинск;Центральный;;пр-т Ленина;71А;40;4;1;15000;https://arenda-022.ru/sdam/kvartira-pr-t-lenina-71a_1599993981;
Челябинск;Курчатовский;;40-летия Победы;10;34;1;1;12000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-10_1599994372;
Челябинск;Калининский;;Косарева;71А;64;3;2;14000;https://arenda-022.ru/sdam/kvartira--kosareva-71a_1599990688;
Челябинск;Тракторозаводский;;Краснофлотская;65;45;2;1;12000;https://arenda-022.ru/sdam/kvartira-krasnoflotskaya-ul-65_1600062112;
Челябинск;Ленинский;район;Гагарина;11;28;2;1;11000;https://arenda-022.ru/sdam/kvartira-leninskiy-rayon-gagarina-11_1600043040;
Челябинск;Ленинский;;Руставели;28;43;7;1;14000;https://arenda-022.ru/sdam/kvartira--rustaveli-28_1600070130;
Челябинск;Советский;;Тарасова;38;56;4;2;16500;https://arenda-022.ru/sdam/kvartira--tarasova-38_1600005729;
Челябинск;Ленинский;;Бугурусланская;33;31;5;1;9000;https://arenda-022.ru/sdam/kvartira-buguruslanskaya-ul-33_1600064256;
Челябинск;Ленинский;;Барбюса;71;45;3;2;12500;https://arenda-022.ru/sdam/kvartira--barbyusa-71_1600062096;
Челябинск;Центральный;;Свердловский пр-т;46;46;2;2;13000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-46_1599980423;
Челябинск;Курчатовский;;Ворошилова;37;33;2;1;12000;https://arenda-022.ru/sdam/kvartira--voroshilova-37_1599920897;
Челябинск;Центральный;;Худякова;21;32;2;1;13000;https://arenda-022.ru/sdam/kvartira--hudyakova-21_1599989140;
Челябинск;Тракторозаводский;;Трашутина;49;65;2;2;14000;https://arenda-022.ru/sdam/kvartira--trashutina-49_1599972375;
Челябинск;Тракторозаводский;;Южноуральская;12;43;3;1;9000;https://arenda-022.ru/sdam/kvartira-yuzhnouralskaya-ul-12_1599971853;
Челябинск;Ленинский;;Дзержинского;99;32;2;1;8000;https://arenda-022.ru/sdam/kvartira--dzerzhinskogo-99_1599987198;
Челябинск;Курчатовский;;Лобырина;11;43;4;1;10000;https://arenda-022.ru/sdam/kvartira--lobyrina-11_1599976239;
Челябинск;Калининский;;Чичерина;38;32;8;1;11000;https://arenda-022.ru/sdam/kvartira--chicherina-38_1599913548;
Челябинск;Советский;;Цвиллинга;63;48;3;2;12000;https://arenda-022.ru/sdam/kvartira--cvillinga-63_1599978135;
Челябинск;Калининский;;Братьев Кашириных;85А;57;9;2;20000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-85a_1599988279;
Челябинск;Калининский;;Калинина;6;36;3;1;10500;https://arenda-022.ru/sdam/kvartira--kalinina-6_1599985767;
Челябинск;Калининский;;Академика Королёва;52;43;6;1;16000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-52_1599921981;
Челябинск;Калининский;;пр-т Победы;317;43;8;1;13000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-317_1599910591;
Челябинск;Советский;;Елькина;92В;31;3;1;12000;https://arenda-022.ru/sdam/kvartira--elkina-92v_1599910808;
Челябинск;Ленинский;район;Гагарина;1А;33;2;1;11000;https://arenda-022.ru/sdam/kvartira-leninskiy-rayon-gagarina-1a_1599978810;
Челябинск;Ленинский;;Новороссийская;25А;43;8;1;10000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-25a_1599923402;
Челябинск;Калининский;;Молодогвардейцев;47А;36;5;1;12000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-47a_1599978158;
Челябинск;Курчатовский;;Шагольская 1-й квартал;12;43;2;1;11000;https://arenda-022.ru/sdam/kvartira-shagolskaya-1-y-kvartal-12_1599987037;
Челябинск;Калининский;;Свердловский пр-т;28А;72;7;3;25000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-28a_1599988078;
Челябинск;Ленинский;;Вагнера;86А;30;3;1;9000;https://arenda-022.ru/sdam/kvartira--vagnera-86a_1599986982;
Челябинск;Тракторозаводский;;Тяговая;12А;45;1;2;8000;https://arenda-022.ru/sdam/kvartira-tyagovaya-ul-12a_1599970471;
Челябинск;Курчатовский;;Комсомольский пр-т;37А;31;4;1;10000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-37a_1599980976;
Челябинск;Курчатовский;;Солнечная;6Г;42;4;1;12000;https://arenda-022.ru/sdam/kvartira-solnechnaya-ul-6g_1599984456;
Челябинск;Металлургический;;50-летия ВЛКСМ;3;31;3;1;11000;https://arenda-022.ru/sdam/kvartira--50-letiya-vlksm-3_1599971762;
Челябинск;Калининский;;Болейко;5;43;1;1;13000;https://arenda-022.ru/sdam/kvartira--boleyko-5_1599912432;
Челябинск;Ленинский;;Ереванская;14;34;6;1;13000;https://arenda-022.ru/sdam/kvartira-erevanskaya-ul-14_1599978204;
Челябинск;Тракторозаводский;;Зальцмана;10;43;5;1;10000;https://arenda-022.ru/sdam/kvartira--zalcmana-10_1599985078;
Челябинск;Курчатовский;;Скульптора Головницкого;20;31;3;1;10000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-20_1599967772;
Челябинск;Курчатовский;;Комсомольский пр-т;41Б;44;1;2;12000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-41b_1599814302;
Челябинск;Курчатовский;;Александра Шмакова;27;45;1;2;12000;https://arenda-022.ru/sdam/kvartira--aleksandra-shmakova-27_1599800796;
Челябинск;Калининский;;Академика Сахарова;22;41;3;1;10000;https://arenda-022.ru/sdam/kvartira--akademika-saharova-22_1599828111;
Челябинск;Курчатовский;;Комсомольский пр-т;101;34;9;1;7000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-101_1599888298;
Челябинск;Металлургический;;Черкасская;12;35;2;1;11000;https://arenda-022.ru/sdam/kvartira-cherkasskaya-ul-12_1599908180;
Челябинск;Тракторозаводский;;пер. Мамина;2А;34;1;1;9000;https://arenda-022.ru/sdam/kvartira-per-mamina-2a_1599813874;
Челябинск;Центральный;;Сони Кривой;47;27;1;1;10000;https://arenda-022.ru/sdam/kvartira--soni-krivoy-47_1599808822;
Челябинск;Калининский;;Академика Сахарова;10;41;8;1;13500;https://arenda-022.ru/sdam/kvartira--akademika-saharova-10_1599811260;
Челябинск;Тракторозаводский;;Мамина;11А;34;8;1;8000;https://arenda-022.ru/sdam/kvartira--mamina-11a_1599822322;
Челябинск;Калининский;;Молодогвардейцев;65;68;1;3;18000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-65_1599823943;
Челябинск;Калининский;;250-летия Челябинска;5;54;3;2;12000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-5_1599896998;
Челябинск;Калининский;;пр-т Победы;291В;48;1;2;20000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-291v_1599817265;
Челябинск;Ленинский;;Гончаренко;95;43;4;2;13000;https://arenda-022.ru/sdam/kvartira--goncharenko-95_1599879517;
Челябинск;Советский;;Дмитрия Неаполитанова;18;34;4;2;11000;https://arenda-022.ru/sdam/kvartira--dmitriya-neapolitanova-18_1599817820;
Челябинск;Калининский;;Набережная;3;34;6;1;16000;https://arenda-022.ru/sdam/kvartira-naberezhnaya-ul-3_1599827792;
Челябинск;Калининский;;Университетская Набережная;36;34;1;1;9000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-36_1599900975;
Челябинск;Советский;;Елькина;80;32;1;2;19000;https://arenda-022.ru/sdam/kvartira--elkina-80_1599806228;
Челябинск;Калининский;;;;66;8;2;14000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya_1599880483;
Челябинск;Курчатовский;;Бейвеля;22;46;1;1;18000;https://arenda-022.ru/sdam/kvartira--beyvelya-22_1599906209;
Челябинск;Ленинский;;Пограничная;13;30;5;1;9000;https://arenda-022.ru/sdam/kvartira-pogranichnaya-ul-13_1599800590;
Челябинск;Калининский;;250-летия Челябинска;5;60;6;2;15000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-5_1599799574;
Челябинск;Калининский;;Академика Королёва;31А;65;9;2;16000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-31a_1599799420;
Челябинск;Калининский;;Братьев Кашириных;87А;43;2;1;13500;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-87a_1599808966;
Челябинск;Курчатовский;;40-летия Победы;9;42;1;1;17000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-9_1599799487;
Челябинск;Ленинский;;Агалакова;17;35;2;1;11000;https://arenda-022.ru/sdam/kvartira--agalakova-17_1599803321;
Челябинск;Курчатовский;;Бурденюка;16;46;2;2;13000;https://arenda-022.ru/sdam/kvartira--burdenyuka-16_1599902115;
Челябинск;Центральный;;Российская;63Б;37;3;1;10000;https://arenda-022.ru/sdam/kvartira-rossiyskaya-ul-63b_1599825203;
Челябинск;Курчатовский;;Расковой;6;60;6;2;13500;https://arenda-022.ru/sdam/kvartira--raskovoy-6_1599816109;
Челябинск;Металлургический;;Комаровского;3;32;4;1;9000;https://arenda-022.ru/sdam/kvartira--komarovskogo-3_1599724036;
Челябинск;Тракторозаводский;;Сергея Герасимова;27;80;3;3;14000;https://arenda-022.ru/sdam/kvartira--sergeya-gerasimova-27_1599731326;
Челябинск;Тракторозаводский;;Танкистов;136;48;4;2;12000;https://arenda-022.ru/sdam/kvartira--tankistov-136_1599786351;
Челябинск;Тракторозаводский;;Зальцмана;16;33;3;1;11000;https://arenda-022.ru/sdam/kvartira--zalcmana-16_1599748702;
Челябинск;Калининский;;Братьев Кашириных;85А;42;3;1;12000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-85a_1599746533;
Челябинск;Металлургический;;Дегтярёва;39;50;5;2;17000;https://arenda-022.ru/sdam/kvartira--degtyareva-39_1599737201;
Челябинск;Калининский;;Университетская Набережная;80;67;8;2;12000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-80_1599729613;
Челябинск;Металлургический;;ш. Металлургов;41;43;1;2;15500;https://arenda-022.ru/sdam/kvartira-sh-metallurgov-41_1599738985;
Челябинск;Ленинский;;Руставели;1Б;41;8;1;10000;https://arenda-022.ru/sdam/kvartira--rustaveli-1b_1599794071;
Челябинск;Калининский;;Академика Королёва;8;48;1;1;10000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-8_1599726165;
Челябинск;Калининский;;Академика Макеева;29;40;3;1;10000;https://arenda-022.ru/sdam/kvartira--akademika-makeeva-29_1599731684;
Челябинск;Ленинский;;Южный Бульвар;2;36;8;1;9000;https://arenda-022.ru/sdam/kvartira--yuzhnyy-bulvar-2_1599728137;
Челябинск;Металлургический;;Черкасская;8;31;4;1;10000;https://arenda-022.ru/sdam/kvartira-cherkasskaya-ul-8_1599756335;
Челябинск;Калининский;;Чичерина;37А;33;3;1;10000;https://arenda-022.ru/sdam/kvartira--chicherina-37a_1599733908;
Челябинск;Советский;;Дмитрия Неаполитанова;10;59;4;2;13000;https://arenda-022.ru/sdam/kvartira--dmitriya-neapolitanova-10_1599735124;
Челябинск;Курчатовский;;Шагольская;2;43;8;1;12000;https://arenda-022.ru/sdam/kvartira-shagolskaya-ul-2_1599736052;
Челябинск;Центральный;;Энгельса;32;38;4;1;10000;https://arenda-022.ru/sdam/kvartira--engelsa-32_1599729909;
Челябинск;Калининский;;Академика Сахарова;16;48;3;1;25000;https://arenda-022.ru/sdam/kvartira--akademika-saharova-16_1599742294;
Челябинск;Курчатовский;;Краснопольский пр-т;3Г;36;7;1;11000;https://arenda-022.ru/sdam/kvartira-krasnopolskiy-pr-t-3g_1599730288;
Челябинск;Советский;;Овчинникова;7Б;27;8;1;12000;https://arenda-022.ru/sdam/kvartira--ovchinnikova-7b_1599721947;
Челябинск;Тракторозаводский;;2-я Эльтонская;44;40;9;1;8000;https://arenda-022.ru/sdam/kvartira-2-ya-eltonskaya-ul-44_1599732129;
Челябинск;Курчатовский;;Генерала Мартынова;3;45;4;1;10000;https://arenda-022.ru/sdam/kvartira--generala-martynova-3_1599730865;
Челябинск;Тракторозаводский;;Мамина;7А;52;3;2;12000;https://arenda-022.ru/sdam/kvartira--mamina-7a_1599739583;
Челябинск;Ленинский;;Копейское ш.;39А;33;5;1;10000;https://arenda-022.ru/sdam/kvartira-kopeyskoe-sh-39a_1599757066;
Челябинск;Калининский;;250-летия Челябинска;9;32;3;1;12000;https://arenda-022.ru/sdam/kvartira--250-letiya-chelyabinska-9_1599798754;
Челябинск;Калининский;;Братьев Кашириных;134А;41;1;1;12000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-134a_1599796316;
Челябинск;Калининский;;Университетская Набережная;105;44;1;1;15000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-105_1599726023;
Челябинск;Курчатовский;;Краснопольский пр-т;5Д;41;6;1;12000;https://arenda-022.ru/sdam/kvartira-krasnopolskiy-pr-t-5d_1599743173;
Челябинск;Курчатовский;;Комсомольский пр-т;51;31;3;1;9000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-51_1599686177;
Челябинск;Курчатовский;;пр-т Победы;314;33;5;1;12000;https://arenda-022.ru/sdam/kvartira-pr-t-pobedy-314_1599719792;
Челябинск;Курчатовский;;40-летия Победы;3;43;6;1;14500;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-3_1599639423;
Челябинск;Калининский;;Братьев Кашириных;121;35;8;1;13000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-121_1599659201;
Челябинск;Курчатовский;;Бейвеля;27;34;4;1;11500;https://arenda-022.ru/sdam/kvartira--beyvelya-27_1599682916;
Челябинск;Центральный;;;;46;5;2;13000;https://arenda-022.ru/sdam/kvartira--truda_1599651412;
Челябинск;Советский;Новосинеглазово;Горная;2Б;35;8;1;8000;https://arenda-022.ru/sdam/kvartira-poselok-novosineglazovo-gornaya-ul-2b_1599641170;
Челябинск;Курчатовский;;Захаренко;5;52;2;2;14000;https://arenda-022.ru/sdam/kvartira--zaharenko-5_1599713897;
Челябинск;Калининский;;Академика Королёва;8;43;2;1;13000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-8_1599661190;
Челябинск;Ленинский;;Василевского;81;35;4;1;11000;https://arenda-022.ru/sdam/kvartira--vasilevskogo-81_1599631390;
Челябинск;Тракторозаводский;;Первой Пятилетки;10;40;1;1;17000;https://arenda-022.ru/sdam/kvartira--pervoy-pyatiletki-10_1599656007;
